"c.3.02153719377058e.11..1.88467110691332e.11..2.45016330812548e.11.."
3.02153719377058e-11
1.88467110691332e-11
2.45016330812548e-11
4.39427367826279e-11
6.7051020934039e-10
2.79860301690593e-10
1.84048265495833e-11
5.87868952769041e-11
4.3096360358163e-10
2.6388330039719e-10
1.16948119591309e-10
6.66330579277784e-10
1.6982421147547e-09
2.38101243935451e-09
1.4226793035207e-10
6.70626554516271e-10
2.87635664884844e-09
3.60414969431582e-09
2.24680277190011e-11
1.72496697233223e-09
6.33351594290224e-11
4.24544374649514e-10
1.57593326806933e-11
1.42518887055878e-09
1.21573445179433e-10
4.45189727526419e-11
5.05418350824241e-09
4.84245302554151e-11
1.64807005945439e-10
8.46484503695964e-11
2.24375550706374e-10
4.01813464906021e-11
1.9370850522723e-10
1.98280358517894e-10
9.25175780844313e-11
4.39250292842658e-12
3.29315615752293e-10
6.09215234076631e-10
2.63125437442202e-10
2.76615372525854e-10
3.35413273289986e-12
7.24460284450266e-11
7.40706475335271e-11
1.35856432196332e-10
7.61918670879283e-10
9.73069072418744e-11
8.92479578049673e-11
1.60673260988835e-10
1.06129854941073e-09
1.2312113816882e-09
1.07502965036077e-10
1.42589163515851e-11
6.52272966532235e-12
6.00244020400882e-11
3.71652856512966e-12
4.28651950194076e-11
3.56928560000389e-10
3.99696412391259e-11
1.07265044983183e-09
2.35754582698119e-12
3.14618792000846e-10
4.94595796350719e-12
8.30528932844738e-11
2.49709392848347e-11
7.01685507984011e-10
1.73536767175707e-10
2.53865755142601e-11
6.63092647663977e-13
3.16013963960571e-11
1.40064896224611e-11
1.81484661044247e-10
6.60999435985281e-10
4.90074146630612e-10
9.73615478895715e-11
2.44094420115451e-09
7.09198881812199e-10
1.6125318807087e-11
8.79262912642527e-11
2.44393303512967e-11
1.25231448234438e-13
9.04329716680991e-11
4.35195515195409e-09
3.60504617446328e-10
6.69921470184832e-11
1.88782277934007e-10
8.53174190314232e-10
1.59920625029621e-10
1.38924323294012e-11
5.40766409812187e-10
9.60093196790191e-14
5.66723457780968e-11
5.63990663287145e-13
1.01908157617511e-11
7.99049765521917e-11
1.33002716781406e-10
1.06718025299762e-11
5.51705735894666e-10
1.06463041244749e-10
1.14343518911102e-10
2.78450758664817e-10
