"c.8.09866460628738..7.52903766051255..6.60307346007059..6.81750808698147.."
8.09866460628738
7.52903766051255
6.60307346007059
6.81750808698147
9.05170086667072
6.3781654852132
7.24699425233619
6.88543851842605
6.69927354656075
4.14771785817821
5.31291935348622
6.85636706944186
6.28187734876155
6.27032206191846
6.30471630487096
5.57583329150104
8.54667679459142
4.32871988832239
7.29525484160698
5.98613583431788
7.83202502399873
6.78603165845672
6.80979234558161
6.18343685162323
5.99300372767641
7.57832690337603
7.62325168450551
5.55545103040031
5.91162419975349
5.23826780746809
7.03582793518056
7.67389748469832
6.27047416197252
5.95924165171443
7.87022206595927
6.75421792286337
6.25935374033891
7.41495165057216
6.7774572613478
4.88040542688112
6.78107656295597
6.73361958953159
7.01681159693172
8.29285417639191
7.5464541009105
6.78000375042598
6.40857793988961
7.35871754798619
8.18344637472874
6.55818132446409
7.54643766099974
5.89227929766504
6.79060411391641
6.48341040436977
5.55711927245116
6.22628240153947
8.17547352239369
6.55872544975713
5.08421620558044
7.30706811827657
7.12469377230323
6.71973759240942
6.9892912615409
5.44511774144055
6.04491608681642
7.20421827138253
8.17702988938341
5.73529434448933
7.44759476469413
8.25437043240979
5.53024801093953
8.33514846415259
4.53424483859773
7.5774368825955
5.46827607397665
6.18361436832952
7.26204964451325
6.60158966045052
7.00055431053736
8.13945150121235
8.00849259463738
7.07513049874854
7.9335075978329
7.59763271944109
8.41410325005392
5.94076474178455
7.37583365133509
7.51450190408854
6.8932381306964
5.36646979138845
7.34590020344616
6.13088453069211
6.53262260712561
7.52097600647336
5.69286409799919
5.66832946734532
8.2819523472878
6.78987398593759
7.12146961204036
6.99185449945802
