"c.0.0125690863677927..1.27030259546958e.07..1.36296244031439e.07.."
0.0125690863677927
1.27030259546958e-07
1.36296244031439e-07
0.000677210053035877
9.13592021236972e-08
1.37085948508203e-07
5.0358327981592e-05
1.15814132973851e-07
0.00218927844381024
1.31261932079284e-07
7.76105424291536e-08
1.5130106938912e-07
0.00586266912569222
6.88455928021567e-08
1.20709898915295e-07
7.48357061574995e-06
6.71190568863626e-08
7.73530066672768e-08
1.58954879958137e-07
1.17594287756647e-07
1.22698569495444e-07
0.0686320451869504
1.12331132189755e-07
1.73757356481312e-07
1.30184217984774e-07
1.13562068179316e-08
0.00590420966209758
0.0357012271334398
1.18887630781035e-07
1.22385872952312e-07
1.28071809490937e-07
0.0300159165948069
0.0677534338452569
1.26091333131771e-07
6.09116569434797e-08
3.50687023737658e-07
0.0597506910684131
1.29759871375523e-07
1.12768427378039e-07
0.017280818585396
1.25005421619672e-07
0.0526624727282785
1.28728895347344e-07
2.03409432039832e-07
0.00399675585626844
0.166045252663776
1.34103589910452e-07
1.79047772199618e-07
1.16593655022064e-07
1.30359603789438e-07
5.44905466381158e-07
1.41092513705987e-07
1.21596519915049e-07
1.83276317048584e-07
1.31961035286239e-07
1.13142301538271e-07
8.25630094540569e-08
0.0445652866851602
1.3289779842709e-07
1.24890210460682e-07
1.43463515963174e-05
0.008650697948665
2.70181281742532e-07
6.48272119622188e-08
1.32377057825592e-07
1.61653396665349e-07
1.71390938683593e-07
9.81176350658189e-05
4.97068234071766e-07
6.69185635030577e-08
1.47393883160555e-07
1.1721507385086e-07
4.32159114446622e-08
0.00436935210229542
1.27019164943288e-07
8.9776262349605e-05
1.27137067944927e-05
3.46766902716336e-06
3.71079833994022e-06
0.0993988956076915
2.38007759977558e-07
8.95160081094534e-08
0.028645373510601
9.41861744438809e-08
2.19946270422825e-07
1.25491474137795e-07
0.0458489204169924
0.027392894581821
1.03709119220359e-07
1.65678641502946e-07
1.51800317856811e-07
1.21124184423791e-07
1.23636840111064e-07
1.26843678678e-07
3.29674225930082e-07
1.60094025089701e-07
1.47256097218713e-07
1.4253307273627e-07
2.98797312393499e-07
1.93446006270647e-07
