"c.48873312.665378..46323002.0105659..34832599.7436981..45407478.5981312.."
48873312.665378
46323002.0105659
34832599.7436981
45407478.5981312
27980514.8816713
42997331.7676958
51978188.7643099
35466741.6113664
33429812.2047715
37276096.6916717
38113322.5963125
33717286.4375144
26889231.7778759
33161207.0439839
52482261.6911803
40154225.6808848
50999877.1629395
31541896.8308395
30651921.9729424
35877234.1706391
33650498.9781264
43986239.6272597
41730260.9627876
47202139.5078228
49606637.252676
43054370.0414165
47624921.2556409
20156703.3562398
40912724.8358417
56995730.8009756
42318102.6371411
39508913.9466381
35413892.2348935
38833290.6808117
31218480.7278481
22645678.4491055
33751797.4623106
44420470.7470554
25165240.0393902
36290566.0485253
38731939.9073378
44241712.8195294
38176707.5136808
20317335.9343363
43812923.6554287
29053839.2397118
45663270.3205023
45578137.7550628
51440583.771482
46225149.7209624
35710983.1631851
40799020.4571356
33662630.2169812
41336009.4212844
33362972.8040341
44730792.9785135
31840170.389785
37325289.6635497
35926673.1544328
45551372.8193311
43370920.642609
31859194.2226771
26527845.2098942
51719066.1598645
39016546.182207
39781744.7839271
15158970.3249843
38207195.3336543
39239203.1075743
27547913.6747192
41622466.5604806
19013283.1937088
34068399.1519404
25852572.533816
35916654.6737705
35401177.2716411
34972011.221834
36435055.8045047
36575434.8844373
51976478.9526646
35783473.3443546
48345847.2129091
40603160.5751377
52015345.192249
34255782.7482283
36236437.8000126
41080697.5324718
27998687.1465386
43465667.8360239
37795728.2122762
26426440.938772
39884703.6828513
41713894.8805101
38293765.5830137
52111078.7583148
31922592.1900675
38752493.4964939
35702660.1147985
49434852.9776896
65065647.2259394
