"c.7.46964893819785e.06..9.95992258098983e.06..9.44193984566566e.06.."
7.46964893819785e-06
9.95992258098983e-06
9.44193984566566e-06
9.92351042261968e-06
9.58890673019916e-06
1.01639065585024e-05
7.75942850028688e-06
9.89369402615292e-06
9.32133576458938e-06
8.47434032074071e-06
7.95963543304135e-06
8.21611014145684e-06
9.60732946847509e-06
1.05281119596179e-05
7.67101408799542e-06
4.76669758566663e-05
8.01067803490874e-06
8.45469791083131e-06
9.96235915406984e-06
7.75447281023335e-06
7.73263745198517e-06
0.00055466174422236
9.04333321988249e-06
0.000532970096482697
8.09131539703368e-06
8.27491457748575e-06
9.66288375549038e-06
7.48375608106144e-06
8.08532620788505e-06
9.96994084513122e-06
8.61995788592473e-06
9.22352614811539e-06
9.17810904259062e-06
8.83178231170234e-06
1.03454398591163e-05
8.2060552285271e-06
7.99902177944789e-06
7.84571139550438e-06
7.30892164979569e-06
9.45890618091358e-06
6.88453701935821e-06
9.96994144106786e-06
6.7435019107117e-06
8.31209712992553e-06
9.96541422393775e-06
8.68707496409771e-06
8.7443765952322e-06
9.55396898921768e-06
8.73524438788076e-06
8.48800333452804e-06
8.76238311281474e-06
8.72111280453306e-06
1.08406750044532e-05
7.74801323871754e-06
7.49901208064487e-06
9.09711733177582e-06
9.69508334658364e-06
6.78322949448917e-06
9.89944444228605e-06
9.3574918769157e-06
7.66675976471287e-06
7.9453234531791e-06
7.99895239317339e-06
7.8525629618742e-06
9.33230786797993e-06
1.01699733180971e-05
7.87725003259521e-06
9.25388666461746e-06
7.89100305326196e-06
7.53428077748808e-06
1.00949277680971e-05
8.69375457990262e-06
8.85920867527146e-06
8.4312268694986e-06
9.29399413401866e-06
8.31574509352513e-06
7.98838804533242e-06
8.01462169508493e-06
5.47784799388855e-06
6.58248528206951e-06
8.88858917044064e-06
7.36347038501659e-06
9.57577827270795e-06
8.5715339781511e-06
8.03834502827172e-06
9.01504844125212e-06
8.34756197926056e-06
1.0003993153062e-05
1.08166506214702e-05
9.14733034618198e-06
8.33201521870282e-06
8.81258481527647e-06
8.83794035089203e-06
7.89928312072696e-06
8.99615704719192e-06
8.00924537974756e-06
9.26932249256662e-06
7.39735177087853e-06
8.96821603474374e-06
9.56966594789499e-06
