"c.3.22868418667355e.07..1.7731137209935e.07..5.72866142152625e.07.."
3.22868418667355e-07
1.7731137209935e-07
5.72866142152625e-07
1.24863492352925e-07
2.72307209447931e-07
5.41892229050964e-07
1.43306774225138e-07
1.02750246437146e-06
5.92160140033826e-07
3.94155775648372e-07
7.91856612503139e-08
1.19237379081483e-07
1.78894090089096e-07
2.97922356562452e-07
3.027843642128e-07
2.02916812741538e-07
2.58677765265294e-07
8.60105448808696e-08
4.42560578739482e-07
8.24914904426488e-07
9.28853681820413e-07
4.85450726287692e-07
2.4455906910692e-07
4.35572997219806e-07
1.87718817549337e-07
4.87959649246537e-07
5.15942475076692e-07
4.50980895493468e-07
6.93061598607063e-07
3.13278495405029e-07
4.59659914429922e-07
2.9496346676261e-07
3.08470097888724e-07
4.42198432946961e-07
6.70143031733517e-07
2.31518107142101e-07
1.61203362121948e-07
1.77158383851683e-07
7.47892255256336e-08
5.16077487189293e-07
2.63390520059954e-07
2.8284415592994e-07
5.56891364236617e-07
3.59273411866187e-07
3.93062923865345e-07
5.04166244330931e-07
2.10620720932805e-07
7.20762499430649e-07
6.81860613821849e-07
7.31708401535691e-07
3.40514357932697e-07
4.4917757564271e-07
5.20206911916391e-08
4.64091951741727e-07
1.25964925735814e-07
7.89257488377146e-07
7.57950796681506e-07
2.00827477592203e-07
3.88114146487872e-07
7.5428313970621e-07
5.93749807957164e-07
2.2413165107725e-07
4.08150278631041e-07
8.03594393694596e-07
2.65345781980188e-07
3.11930877029847e-07
5.72784090158152e-07
2.50581312953294e-07
3.55077546253082e-07
2.82314207220025e-07
2.52463154271076e-07
4.27662935755663e-07
9.502208011547e-07
1.19767924799952e-07
1.20349691989929e-07
4.73116884390481e-07
7.68609201987416e-07
7.8849018314564e-07
3.85410543297088e-07
8.74825428764936e-08
6.38436553504138e-07
9.05005066378092e-07
4.54025897061682e-07
2.93078774693534e-07
9.38813352195016e-07
7.65053788243191e-07
8.35183380676341e-07
3.72340883406219e-07
7.19648521885219e-08
2.56126065356632e-07
6.13526241588502e-07
2.74767520339313e-07
4.06288734053683e-07
4.99487863070414e-07
5.94171208707425e-07
7.11030742728269e-07
7.13214954262131e-07
5.4783403702352e-08
5.08469492510599e-07
4.5431560155794e-07
