"c.1099203.92752032..2250395.97588242..1074158.52997444..3251248.55865099.."
1099203.92752032
2250395.97588242
1074158.52997444
3251248.55865099
3084841.06749101
4516086.87516799
400760.784585931
3172860.24091243
1361841.31663948
5220458.12748103
2089615.11584773
4071971.66723622
1989312.81759065
1991261.96439257
3579104.94904574
1702769.82597498
1277396.00760774
1949551.08773495
1124466.21103894
1078838.29474308
1973054.5400943
4648787.77129174
3373741.28451015
1244432.59527589
2319124.24445518
1464566.35721169
3439380.40395463
3205285.27552513
3707400.41185472
4318141.93789781
2542816.6901605
1946782.82518133
2673099.29702005
4873186.62450848
4654554.59429553
3070496.29014529
2657190.8940103
1454864.45797262
1710090.19128256
2914275.52433427
3297412.28175666
3816865.80375435
1556886.04734637
1229597.14696484
3492586.27689673
2790846.59907631
2101500.82110902
2420561.21034943
2910913.22104937
3183549.12369512
1665682.66336947
3226064.22165411
5661047.65926786
3443346.22582711
2234245.28911622
2846383.20514163
1184144.82687594
3697274.62356875
3137132.55059425
2193533.74214055
257390.095795362
4130009.556495
390604.7606257
5363829.77543394
2203102.6481345
1023731.42850852
3490703.2772607
1693734.92873306
2819911.80814492
3276038.02658009
2433405.54580052
1890243.07789389
5927706.69261428
4276755.29144686
2059361.92643555
2354074.50316656
4234152.08967834
1154348.45422987
2555322.69407363
1761135.46060016
2785979.68988419
1407048.13450869
3321474.91042436
2045980.62576811
2321280.82110263
1935589.78827482
3708028.16472151
1704946.45231782
3361666.07386087
4355727.14625124
2111499.97774261
647584.594616087
2325428.45456712
3705022.85438696
891471.113532237
2057616.00938004
2841405.59286329
3351891.40365077
2697485.80458105
3884688.13690231
